"Animal_ID","Age_Months","Sex","Line","Birth_Date","Pen","GripStrength_Test_Date","GripStrength_Trial1","GripStrength_Trial2","GripStrength_Trial3","GripStrength_TrialAverage","GripStrength_Comments","InclinedScreen_Test_Date","InclinedScreen_Trial1","InclinedScreen_Trial2","InclinedScreen_Trial3","InclinedScreen_TrialAverage","InclinedScreen_Comments","NarrowBeam_Test_Date","NarrowBeam_Trial1","NarrowBeam_Trial2","NarrowBeam_Trial3","NarrowBeam_TrialAverage","NarrowBeam_Comments","Sensorimotor_composite"
61608,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-3.75,-3.7,-3.59,-3.68,NA,"2024-10-31",12.79,5.16,26.4,14.78333333,NA,"2024-10-31",37.13,50.56,133.62,73.77,"Trial1_box,Trial2_ledge,Trial3_box",-0.445238776740892
61608,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-3.75,-3.7,-3.59,-3.68,NA,"2024-10-31",12.79,5.16,26.4,14.78333333,NA,"2024-10-31",37.13,50.56,133.62,73.77,"Trial1_box,Trial2_ledge,Trial3_box",-0.445238776740892
61608,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-3.75,-3.7,-3.59,-3.68,NA,"2024-10-31",12.79,5.16,26.4,14.78333333,NA,"2024-10-31",37.13,50.56,133.62,73.77,"Trial1_box,Trial2_ledge,Trial3_box",-0.445238776740892
61608,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-3.75,-3.7,-3.59,-3.68,NA,"2024-10-31",12.79,5.16,26.4,14.78333333,NA,"2024-10-31",37.13,50.56,133.62,73.77,"Trial1_box,Trial2_ledge,Trial3_box",-0.445238776740892
61608,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-3.75,-3.7,-3.59,-3.68,NA,"2024-10-31",12.79,5.16,26.4,14.78333333,NA,"2024-10-31",37.13,50.56,133.62,73.77,"Trial1_box,Trial2_ledge,Trial3_box",-0.445238776740892
61609,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-3.49,-3.52,-3.18,-3.396666667,NA,"2024-10-31",18.83,150.72,41.19,70.24666667,NA,"2024-10-31",73.72,172.23,48.78,98.24333333,"Trial1_box,Trial2_ledge,Trial3_box",1.16113160214548
61609,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-3.49,-3.52,-3.18,-3.396666667,NA,"2024-10-31",18.83,150.72,41.19,70.24666667,NA,"2024-10-31",73.72,172.23,48.78,98.24333333,"Trial1_box,Trial2_ledge,Trial3_box",1.16113160214548
61609,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-3.49,-3.52,-3.18,-3.396666667,NA,"2024-10-31",18.83,150.72,41.19,70.24666667,NA,"2024-10-31",73.72,172.23,48.78,98.24333333,"Trial1_box,Trial2_ledge,Trial3_box",1.16113160214548
61609,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-3.49,-3.52,-3.18,-3.396666667,NA,"2024-10-31",18.83,150.72,41.19,70.24666667,NA,"2024-10-31",73.72,172.23,48.78,98.24333333,"Trial1_box,Trial2_ledge,Trial3_box",1.16113160214548
61609,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-3.49,-3.52,-3.18,-3.396666667,NA,"2024-10-31",18.83,150.72,41.19,70.24666667,NA,"2024-10-31",73.72,172.23,48.78,98.24333333,"Trial1_box,Trial2_ledge,Trial3_box",1.16113160214548
61609,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-3.49,-3.52,-3.18,-3.396666667,NA,"2024-10-31",18.83,150.72,41.19,70.24666667,NA,"2024-10-31",73.72,172.23,48.78,98.24333333,"Trial1_box,Trial2_ledge,Trial3_box",1.16113160214548
61609,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-3.49,-3.52,-3.18,-3.396666667,NA,"2024-10-31",18.83,150.72,41.19,70.24666667,NA,"2024-10-31",73.72,172.23,48.78,98.24333333,"Trial1_box,Trial2_ledge,Trial3_box",1.16113160214548
61609,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-3.49,-3.52,-3.18,-3.396666667,NA,"2024-10-31",18.83,150.72,41.19,70.24666667,NA,"2024-10-31",73.72,172.23,48.78,98.24333333,"Trial1_box,Trial2_ledge,Trial3_box",1.16113160214548
61610,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-4,-3.59,-3.72,-3.77,NA,"2024-10-31",10.37,10.5,18.78,13.21666667,NA,"2024-10-31",180,8.87,55.22,81.36333333,"Trial1_timedout,Trial2_ledge,Trial3_ledge",-0.461045517598293
61610,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-4,-3.59,-3.72,-3.77,NA,"2024-10-31",10.37,10.5,18.78,13.21666667,NA,"2024-10-31",180,8.87,55.22,81.36333333,"Trial1_timedout,Trial2_ledge,Trial3_ledge",-0.461045517598293
61610,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-4,-3.59,-3.72,-3.77,NA,"2024-10-31",10.37,10.5,18.78,13.21666667,NA,"2024-10-31",180,8.87,55.22,81.36333333,"Trial1_timedout,Trial2_ledge,Trial3_ledge",-0.461045517598293
61610,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-4,-3.59,-3.72,-3.77,NA,"2024-10-31",10.37,10.5,18.78,13.21666667,NA,"2024-10-31",180,8.87,55.22,81.36333333,"Trial1_timedout,Trial2_ledge,Trial3_ledge",-0.461045517598293
61610,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-4,-3.59,-3.72,-3.77,NA,"2024-10-31",10.37,10.5,18.78,13.21666667,NA,"2024-10-31",180,8.87,55.22,81.36333333,"Trial1_timedout,Trial2_ledge,Trial3_ledge",-0.461045517598293
61610,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-4,-3.59,-3.72,-3.77,NA,"2024-10-31",10.37,10.5,18.78,13.21666667,NA,"2024-10-31",180,8.87,55.22,81.36333333,"Trial1_timedout,Trial2_ledge,Trial3_ledge",-0.461045517598293
61610,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-4,-3.59,-3.72,-3.77,NA,"2024-10-31",10.37,10.5,18.78,13.21666667,NA,"2024-10-31",180,8.87,55.22,81.36333333,"Trial1_timedout,Trial2_ledge,Trial3_ledge",-0.461045517598293
61610,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-4,-3.59,-3.72,-3.77,NA,"2024-10-31",10.37,10.5,18.78,13.21666667,NA,"2024-10-31",180,8.87,55.22,81.36333333,"Trial1_timedout,Trial2_ledge,Trial3_ledge",-0.461045517598293
61611,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-4.18,-3.95,-3.6,-3.91,NA,"2024-10-31",13.97,10.31,18.76,14.34666667,NA,"2024-10-31",13.5,18.22,22.38,18.03333333,"Trial1_ledge,Trial2_box,Trial3_box",-0.985175367023044
61611,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-4.18,-3.95,-3.6,-3.91,NA,"2024-10-31",13.97,10.31,18.76,14.34666667,NA,"2024-10-31",13.5,18.22,22.38,18.03333333,"Trial1_ledge,Trial2_box,Trial3_box",-0.985175367023044
61611,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-4.18,-3.95,-3.6,-3.91,NA,"2024-10-31",13.97,10.31,18.76,14.34666667,NA,"2024-10-31",13.5,18.22,22.38,18.03333333,"Trial1_ledge,Trial2_box,Trial3_box",-0.985175367023044
61611,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-4.18,-3.95,-3.6,-3.91,NA,"2024-10-31",13.97,10.31,18.76,14.34666667,NA,"2024-10-31",13.5,18.22,22.38,18.03333333,"Trial1_ledge,Trial2_box,Trial3_box",-0.985175367023044
61611,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-4.18,-3.95,-3.6,-3.91,NA,"2024-10-31",13.97,10.31,18.76,14.34666667,NA,"2024-10-31",13.5,18.22,22.38,18.03333333,"Trial1_ledge,Trial2_box,Trial3_box",-0.985175367023044
61611,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-4.18,-3.95,-3.6,-3.91,NA,"2024-10-31",13.97,10.31,18.76,14.34666667,NA,"2024-10-31",13.5,18.22,22.38,18.03333333,"Trial1_ledge,Trial2_box,Trial3_box",-0.985175367023044
61611,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-4.18,-3.95,-3.6,-3.91,NA,"2024-10-31",13.97,10.31,18.76,14.34666667,NA,"2024-10-31",13.5,18.22,22.38,18.03333333,"Trial1_ledge,Trial2_box,Trial3_box",-0.985175367023044
61611,5,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",17921,"2024-10-31",-4.18,-3.95,-3.6,-3.91,NA,"2024-10-31",13.97,10.31,18.76,14.34666667,NA,"2024-10-31",13.5,18.22,22.38,18.03333333,"Trial1_ledge,Trial2_box,Trial3_box",-0.985175367023044
62127,4,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",18066,"2024-09-27",-3.25,-4.01,-3.82,-3.693333333,NA,"2024-09-27",2.44,3.25,34.59,13.42666667,NA,"2024-09-27",9.13,11.22,110.06,43.47,"Trial1_ledge,Trial2_ledge,Trial3_box",-0.717656650732144
62128,4,"Female","(CByB6F1/J x C3D2F1/J)/J","2024-06-04",18066,"2024-09-27",-3.39,-3.28,-2.84,-3.17,NA,"2024-09-27",4.54,3.43,24.44,10.80333333,NA,"2024-09-27",42.62,45.53,12.94,33.69666667,"Trial1_ledge,Trial2_ledge,Trial3_ledge",-0.633323727458631
