"Animal_ID","Sex","Line","Birth.Date","Comments","Stage","Identical_object_right","Identical_object_left","Novel_object","Familiar_object","Total_distance_m","Identical_object_right_investigation_count","Identical_object_right_investigation_time_s","Identical_object_left_investigation_count","Identical_object_left_investigation_time_s","Novel_object_investigation_count","Novel_object_investigation_time_s","Familiar_object_investigation_count","Familiar_object_investigation_time_s","Test_Date","Age_at_Test"
53458,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM","Familiarisation","Right Dome","Left Dome","","",4.784,7,4,7,4.5,NA,NA,NA,NA,2024-01-11,20
53459,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM","Testing","","","Left Dome","Right Tower",8.451,NA,NA,NA,NA,44,42.4,22,31.3,2024-01-11,20
53459,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM","Familiarisation","Right Dome","Left Dome","","",7.275,21,30.1,8,12.5,NA,NA,NA,NA,2024-01-11,20
53460,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM","Familiarisation","Right Dome","Left Dome","","",11.579,27,35.3,19,28.3,NA,NA,NA,NA,2024-01-11,20
53460,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM","Testing","","","Left Dome","Right Tower",12.176,NA,NA,NA,NA,30,53.3,25,35.8,2024-01-11,20
53461,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Hind leg paralysis, open lesion","Testing","","","Left Dome","Right Tower",4.974,NA,NA,NA,NA,2,1.6,21,36.9,2024-01-11,20
53461,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Hind leg paralysis, open lesion","Familiarisation","Right Dome","Left Dome","","",9.626,38,75.6,13,16,NA,NA,NA,NA,2024-01-11,20
53463,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Card missing, mouse was tested and patched on 3/19/24
","Testing","","","Left Dome","Right Tower",8.917,NA,NA,NA,NA,15,21.4,9,8.3,2024-01-11,20
53463,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Card missing, mouse was tested and patched on 3/19/24
","Familiarisation","Right Dome","Left Dome","","",6.494,35,68.1,20,61.1,NA,NA,NA,NA,2024-01-11,20
53464,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM
","Familiarisation","Right Dome","Left Dome","","",9.129,61,72.8,10,13.3,NA,NA,NA,NA,2024-01-11,20
53464,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM
","Testing","","","Left Dome","Right Tower",10.798,NA,NA,NA,NA,15,19.9,22,27.9,2024-01-11,20
53465,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM
","Testing","","","Left Dome","Right Tower",4.881,NA,NA,NA,NA,28,69.6,20,59,2024-01-11,20
53465,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM
","Familiarisation","Right Dome","Left Dome","","",6.686,33,69.7,23,50.3,NA,NA,NA,NA,2024-01-11,20
53466,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq PM
","Testing","","","Left Dome","Right Tower",0.801,NA,NA,NA,NA,4,9.8,0,0,2024-01-11,20
53466,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq PM
","Familiarisation","Right Dome","Left Dome","","",1.32,10,39.4,2,6,NA,NA,NA,NA,2024-01-11,20
53467,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM
","Testing","","","Left Dome","Right Tower",3.987,NA,NA,NA,NA,8,10.8,2,2.4,2024-01-11,20
53467,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM
","Familiarisation","Right Dome","Left Dome","","",8.774,5,5.2,5,11.2,NA,NA,NA,NA,2024-01-11,20
53468,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Card missing, mouse was tested and patched on 3/26/24
","Testing","","","Left Dome","Right Tower",7.781,NA,NA,NA,NA,18,41.7,26,34.6,2024-01-11,20
53468,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Card missing, mouse was tested and patched on 3/26/24
","Familiarisation","Right Dome","Left Dome","","",6.643,38,67,11,13.3,NA,NA,NA,NA,2024-01-11,20
53469,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM
","Testing","","","Left Dome","Right Tower",10.767,NA,NA,NA,NA,55,55.2,16,20,2024-01-11,20
53469,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM
","Familiarisation","Right Dome","Left Dome","","",10.658,22,17.1,8,5.4,NA,NA,NA,NA,2024-01-11,20
53470,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM
","Testing","","","Left Dome","Right Tower",12.372,NA,NA,NA,NA,47,66.3,27,39.5,2024-01-11,20
53470,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM
","Familiarisation","Right Dome","Left Dome","","",14.889,17,24.7,25,32.9,NA,NA,NA,NA,2024-01-11,20
53471,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM
","Testing","","","Left Dome","Right Tower",5.513,NA,NA,NA,NA,3,8.7,3,6.7,2024-01-11,20
53471,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM
","Familiarisation","Right Dome","Left Dome","","",9.149,12,19,7,12.3,NA,NA,NA,NA,2024-01-11,20
53472,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM
","Testing","","","Left Dome","Right Tower",8.457,NA,NA,NA,NA,32,125.3,22,69.7,2024-01-11,20
53472,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM
","Familiarisation","Right Dome","Left Dome","","",6.441,27,78.7,12,14.3,NA,NA,NA,NA,2024-01-11,20
53473,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq PM
","Familiarisation","Right Dome","Left Dome","","",8.971,21,40.2,13,17.2,NA,NA,NA,NA,2024-01-11,20
53473,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq PM
","Testing","","","Left Dome","Right Tower",11.203,NA,NA,NA,NA,30,50.3,34,40.9,2024-01-11,20
53474,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM
","Familiarisation","Right Dome","Left Dome","","",13.111,30,32.5,26,28,NA,NA,NA,NA,2024-01-11,20
53474,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM
","Testing","","","Left Dome","Right Tower",11.893,NA,NA,NA,NA,44,82.9,34,48,2024-01-11,20
53475,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Card missing mouse tested and patch 4/4/24
","Testing","","","Left Dome","Right Tower",4.488,NA,NA,NA,NA,6,8.5,4,4.3,2024-01-11,20
53475,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Card missing mouse tested and patch 4/4/24
","Familiarisation","Right Dome","Left Dome","","",6.015,11,13.7,9,14.7,NA,NA,NA,NA,2024-01-11,20
53476,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Mouse Found dead
","Familiarisation","Right Dome","Left Dome","","",9.501,37,55,23,30.1,NA,NA,NA,NA,2024-01-11,20
53476,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Mouse Found dead
","Testing","","","Left Dome","Right Tower",13.358,NA,NA,NA,NA,31,55.8,50,68.8,2024-01-11,20
53477,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM
","Testing","","","Left Dome","Right Tower",14.069,NA,NA,NA,NA,25,17.7,37,33.1,2024-01-11,20
53477,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq AM
","Familiarisation","Right Dome","Left Dome","","",3.158,0,0,0,0,NA,NA,NA,NA,2024-01-11,20
53478,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq PM
","Familiarisation","Right Dome","Left Dome","","",8.138,24,21.3,16,24.4,NA,NA,NA,NA,2024-01-11,20
53478,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-12," : Patch-Seq PM
","Testing","","","Left Dome","Right Tower",1.521,NA,NA,NA,NA,5,3.9,0,0,2024-01-11,20
53612,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26," : Patch-Seq PM
","Testing","","","Left Dome","Right Tower",3.992,NA,NA,NA,NA,9,27.4,0,0,2024-02-20,21
53612,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26," : Patch-Seq PM
","Familiarisation","Right Dome","Left Dome","","",1.05,0,0,0,0,NA,NA,NA,NA,2024-02-20,21
53613,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26," : Removed Clam
","Testing","","","Left Dome","Right Tower",10.034,NA,NA,NA,NA,24,46.7,32,34.3,2024-02-20,21
53613,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26," : Removed Clam
","Familiarisation","Right Dome","Left Dome","","",11.027,26,32.6,22,28.6,NA,NA,NA,NA,2024-02-20,21
53614,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26," : Patch-Seq AM

","Testing","","","Left Dome","Right Tower",6.651,NA,NA,NA,NA,3,6.3,47,123.5,2024-02-20,21
53614,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26," : Patch-Seq AM

","Familiarisation","Right Dome","Left Dome","","",11.603,58,135.2,22,39.4,NA,NA,NA,NA,2024-02-20,21
53615,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26," : Removed Clam
","Testing","","","Left Dome","Right Tower",12.878,NA,NA,NA,NA,55,92.9,34,48.2,2024-02-20,21
53615,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26," : Removed Clam
","Familiarisation","Right Dome","Left Dome","","",16.309,59,74,42,68.3,NA,NA,NA,NA,2024-02-20,21
53616,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26," : Patch-Seq AM
","Familiarisation","Right Dome","Left Dome","","",8.236,26,39.1,12,19.6,NA,NA,NA,NA,2024-02-20,21
53616,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26," : Patch-Seq AM
","Testing","","","Left Dome","Right Tower",6.778,NA,NA,NA,NA,53,128.7,10,29.1,2024-02-20,21
53617,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",9.195,NA,NA,NA,NA,14,9.1,9,7.3,2024-02-20,21
53617,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",1.418,1,1.9,1,4.3,NA,NA,NA,NA,2024-02-20,21
53618,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",1.044,NA,NA,NA,NA,0,0,0,0,2024-02-20,21
53618,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",8.563,70,196.6,17,36.6,NA,NA,NA,NA,2024-02-20,21
53620,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",6.06,NA,NA,NA,NA,8,7.3,9,8.8,2024-02-20,21
53620,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",6.929,7,15.4,16,32,NA,NA,NA,NA,2024-02-20,21
53621,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",8.317,8,9.1,34,32.6,NA,NA,NA,NA,2024-02-20,21
53621,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",9.325,NA,NA,NA,NA,39,70.1,63,99,2024-02-20,21
53622,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",10.882,42,97.1,29,56.8,NA,NA,NA,NA,2024-02-20,21
53622,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",15.144,NA,NA,NA,NA,50,97,33,51.8,2024-02-20,21
53623,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",10.742,NA,NA,NA,NA,17,45.4,21,34.6,2024-02-20,21
53623,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",15.669,71,104.5,41,78.6,NA,NA,NA,NA,2024-02-20,21
53624,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",15.238,41,73.2,32,108.1,NA,NA,NA,NA,2024-02-20,21
53624,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",18.272,NA,NA,NA,NA,36,46.7,31,45,2024-02-20,21
53625,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",12.851,25,39.6,24,36,NA,NA,NA,NA,2024-02-20,21
53625,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",14.297,NA,NA,NA,NA,15,19.4,30,35.5,2024-02-20,21
53626,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",5.982,NA,NA,NA,NA,10,12.7,4,4.5,2024-02-20,21
53626,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",5.307,19,23.8,2,1.9,NA,NA,NA,NA,2024-02-20,21
53627,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",9.08,NA,NA,NA,NA,17,19.4,21,21.1,2024-02-20,21
53627,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Tower","Left Tower","","",15.054,23,55.1,22,37,NA,NA,NA,NA,2024-02-20,21
53628,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Tower","Left Tower","","",9.857,27,27.2,13,14.1,NA,NA,NA,NA,2024-02-20,21
53628,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",12.041,NA,NA,NA,NA,31,88.6,38,59.6,2024-02-20,21
53629,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",14.251,NA,NA,NA,NA,60,114.5,40,62.8,2024-02-20,21
53629,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Tower","Left Tower","","",1.921,0,0,0,0,NA,NA,NA,NA,2024-02-20,21
53630,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26," : Large tumor, low BCS","Testing","","","Left Dome","Right Tower",3.133,NA,NA,NA,NA,1,0.5,11,4.1,2024-02-20,21
53630,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26," : Large tumor, low BCS","Familiarisation","Right Tower","Left Tower","","",15.891,24,30.7,59,113.8,NA,NA,NA,NA,2024-02-20,21
53631,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",10.649,NA,NA,NA,NA,25,41.4,24,41.3,2024-02-20,21
53631,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Tower","Left Tower","","",8.78,22,49.6,13,46.3,NA,NA,NA,NA,2024-02-20,21
53632,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",21.901,NA,NA,NA,NA,41,67.4,38,42.8,2024-02-20,21
53632,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",24.466,38,25,43,47.2,NA,NA,NA,NA,2024-02-20,21
53633,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",7.37,NA,NA,NA,NA,77,115,48,53.5,2024-02-20,21
53633,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",8.681,70,101.5,11,18.1,NA,NA,NA,NA,2024-02-20,21
53634,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",10.214,NA,NA,NA,NA,22,107.2,28,33.5,2024-02-20,21
53634,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",11.867,30,59.8,35,97.1,NA,NA,NA,NA,2024-02-20,21
53635,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",7.196,12,16.2,28,60.9,NA,NA,NA,NA,2024-02-20,21
53635,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",6.819,NA,NA,NA,NA,44,98,11,15.8,2024-02-20,21
53636,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",13.022,NA,NA,NA,NA,39,81.7,16,38.2,2024-02-20,21
53636,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",9.734,28,71.6,21,32.6,NA,NA,NA,NA,2024-02-20,21
53638,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",11.019,35,80.6,16,54.5,NA,NA,NA,NA,2024-02-20,21
53638,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",16.097,NA,NA,NA,NA,29,152.1,28,108.3,2024-02-20,21
53639,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",15.257,NA,NA,NA,NA,51,124.7,36,68,2024-02-20,21
53639,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",14.28,21,44.3,43,131.6,NA,NA,NA,NA,2024-02-20,21
53640,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",19.304,28,52.6,40,64,NA,NA,NA,NA,2024-02-20,21
53640,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",16.972,NA,NA,NA,NA,30,83.8,29,57.2,2024-02-20,21
53641,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",10.844,22,48.4,16,23.1,NA,NA,NA,NA,2024-02-20,21
53641,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",10.765,NA,NA,NA,NA,26,61.1,17,28.5,2024-02-20,21
53642,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",4.175,NA,NA,NA,NA,3,9.3,4,4.1,2024-02-20,21
53642,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Tower","Left Tower","","",3.482,14,11.4,4,4.9,NA,NA,NA,NA,2024-02-20,21
53643,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",13.785,NA,NA,NA,NA,30,40.7,40,55.6,2024-02-20,21
53643,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Tower","Left Tower","","",16.062,54,88,32,60.3,NA,NA,NA,NA,2024-02-20,21
53644,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",11.001,NA,NA,NA,NA,26,90.2,16,21.5,2024-02-20,21
53644,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Tower","Left Tower","","",5.275,3,4.5,2,10.4,NA,NA,NA,NA,2024-02-20,21
53645,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Tower","Left Tower","","",11.193,25,30,34,37.6,NA,NA,NA,NA,2024-02-20,21
53645,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",12.507,NA,NA,NA,NA,13,11,13,20,2024-02-20,21
53646,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Tower","Left Tower","","",11.575,20,19,27,22.5,NA,NA,NA,NA,2024-02-20,21
53646,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",7.964,NA,NA,NA,NA,47,60.1,32,40.2,2024-02-20,21
53647,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",10.347,NA,NA,NA,NA,14,18.7,21,26.2,2024-02-20,21
53647,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",8.115,34,50.7,16,26.7,NA,NA,NA,NA,2024-02-20,21
53648,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",16.05,71,61.3,47,98.2,NA,NA,NA,NA,2024-02-20,21
53648,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",14.264,NA,NA,NA,NA,53,86.1,48,61.7,2024-02-20,21
53649,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",5.417,NA,NA,NA,NA,6,6.6,4,3,2024-02-20,21
53649,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",5.556,50,65.4,22,21,NA,NA,NA,NA,2024-02-20,21
53651,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",4.231,NA,NA,NA,NA,5,5.6,34,32.8,2024-02-20,21
53651,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",3.376,2,3.9,3,6.1,NA,NA,NA,NA,2024-02-20,21
53652,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",14.964,NA,NA,NA,NA,21,57.1,24,47.6,2024-02-20,21
53652,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Tower","Left Tower","","",12.729,31,22.8,19,16.5,NA,NA,NA,NA,2024-02-20,21
53653,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",18.243,NA,NA,NA,NA,21,83.8,33,59,2024-02-20,21
53653,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Tower","Left Tower","","",15.291,20,37.5,26,90.1,NA,NA,NA,NA,2024-02-20,21
53654,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Tower","Left Tower","","",6.936,10,6.3,6,5.8,NA,NA,NA,NA,2024-02-20,21
53654,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",5.39,NA,NA,NA,NA,4,3.5,2,0.9,2024-02-20,21
53655,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",6.482,NA,NA,NA,NA,1,0.7,1,7.3,2024-02-20,21
53655,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Tower","Left Tower","","",10.94,15,28.3,8,5.6,NA,NA,NA,NA,2024-02-20,21
53656,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Tower","Left Tower","","",11.221,26,74.5,18,55.4,NA,NA,NA,NA,2024-02-20,21
53656,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",11.495,NA,NA,NA,NA,26,65.2,19,37.1,2024-02-20,21
53657,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",9.27,NA,NA,NA,NA,14,44.9,23,48,2024-02-20,21
53657,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",10.514,33,91.7,14,24.2,NA,NA,NA,NA,2024-02-20,21
53658,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",17.398,44,62.5,30,74.3,NA,NA,NA,NA,2024-02-20,21
53658,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",18.295,NA,NA,NA,NA,46,82.4,27,67.7,2024-02-20,21
53659,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",3.783,0,0,0,0,NA,NA,NA,NA,2024-02-20,21
53659,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",9.906,NA,NA,NA,NA,9,11.5,7,19.2,2024-02-20,21
53660,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",8.838,10,12.9,19,33.1,NA,NA,NA,NA,2024-02-20,21
53660,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",8.087,NA,NA,NA,NA,11,21.6,11,15.4,2024-02-20,21
53661,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Testing","","","Left Dome","Right Tower",11.071,NA,NA,NA,NA,21,30.6,48,60.2,2024-02-20,21
53661,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-04-26,"","Familiarisation","Right Dome","Left Dome","","",5.101,18,33.7,7,8.1,NA,NA,NA,NA,2024-02-20,21
53952,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Testing",NA,"","Left Dome","Right Tower",14.956,NA,NA,NA,NA,21,103.9,27,61.4,2024-02-06,20
53952,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Familiarisation",NA,"Left Dome","","",10.291,54,165.9,24,84.4,NA,NA,NA,NA,2024-02-06,20
53953,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Familiarisation",NA,"Left Dome","","",7.408,36,109.9,20,43.6,NA,NA,NA,NA,2024-02-06,20
53953,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Testing",NA,"","Left Dome","Right Tower",6.695,NA,NA,NA,NA,19,67.8,24,44.2,2024-02-06,20
53954,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Familiarisation",NA,"Left Dome","","",9.437,46,120.3,26,57.8,NA,NA,NA,NA,2024-02-06,20
53954,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Testing",NA,"","Left Dome","Right Tower",10.856,NA,NA,NA,NA,36,103.6,29,100.1,2024-02-06,20
53955,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-05-10,"","Familiarisation",NA,"Left Dome","","",10.981,12,14.5,41,72.8,NA,NA,NA,NA,2024-02-06,20
