"Animal_ID","Sex","Line","Birth.Date","Comments","Stage","Identical_object_right","Identical_object_left","Novel_object","Familiar_object","Total_distance_m","Identical_object_right_investigation_count","Identical_object_right_investigation_time_s","Identical_object_left_investigation_count","Identical_object_left_investigation_time_s","Novel_object_investigation_count","Novel_object_investigation_time_s","Familiar_object_investigation_count","Familiar_object_investigation_time_s","Test_Date","Age_at_Test"
57452,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",12.317,19,46.4,59,134.6,NA,NA,NA,NA,2024-02-06,14
57453,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",10.048,51,129,34,57.7,NA,NA,NA,NA,2024-02-06,14
57453,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",13.534,NA,NA,NA,NA,28,97.1,26,67,2024-02-06,14
57454,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",5.232,NA,NA,NA,NA,28,71.5,20,33.5,2024-02-06,14
57454,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",7.204,14,36.4,31,39.1,NA,NA,NA,NA,2024-02-06,14
57455,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Box unplugged for Train, removed after when 1st shock should have happened, 2nd try was set for test immediately fixed to train, kicked mouse trap between shock 3-4
","Testing",NA,"","Left Dome","Right Tower",11.452,NA,NA,NA,NA,31,90.2,28,64,2024-02-06,14
57455,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Box unplugged for Train, removed after when 1st shock should have happened, 2nd try was set for test immediately fixed to train, kicked mouse trap between shock 3-4
","Familiarisation",NA,"Left Dome","","",11.851,37,141.2,22,66.7,NA,NA,NA,NA,2024-02-06,14
57456,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq PM
","Familiarisation",NA,"Left Dome","","",7.246,33,57,56,102.1,NA,NA,NA,NA,2024-02-06,14
57456,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq PM
","Testing",NA,"","Left Dome","Right Tower",9.242,NA,NA,NA,NA,9,22.6,31,40.9,2024-02-06,14
57457,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",18.673,39,87.6,31,56.2,NA,NA,NA,NA,2024-02-06,14
57457,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",15.381,NA,NA,NA,NA,25,60.6,20,37.3,2024-02-06,14
57458,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",8.288,NA,NA,NA,NA,8,9.8,11,8.9,2024-02-06,14
57458,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",18.593,31,66.7,35,63.4,NA,NA,NA,NA,2024-02-06,14
57459,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",10.052,NA,NA,NA,NA,42,121.7,18,36.6,2024-02-06,14
57459,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",7.879,93,84.7,8,8.8,NA,NA,NA,NA,2024-02-06,14
57460,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",9.954,61,111.7,38,36.8,NA,NA,NA,NA,2024-02-06,14
57460,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",10.376,NA,NA,NA,NA,18,31.2,18,25.1,2024-02-06,14
57461,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",11.568,NA,NA,NA,NA,11,21.2,13,10.9,2024-02-06,14
57461,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",10.18,18,31.5,14,49.3,NA,NA,NA,NA,2024-02-06,14
57462,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq PM
","Testing",NA,"","Left Dome","Right Tower",9.82,NA,NA,NA,NA,28,53.8,11,22,2024-02-06,14
57462,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq PM
","Familiarisation",NA,"Left Dome","","",8.766,22,63.7,17,57.7,NA,NA,NA,NA,2024-02-06,14
57463,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",6.883,55,151.3,34,68.7,NA,NA,NA,NA,2024-02-06,14
57463,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",7.608,NA,NA,NA,NA,73,117.3,25,37.1,2024-02-06,14
57464,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",10.183,NA,NA,NA,NA,26,57.1,11,17.5,2024-02-06,14
57464,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",7.099,16,46.8,43,92.9,NA,NA,NA,NA,2024-02-06,14
57465,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Familiarisation",NA,"Left Dome","","",14.036,67,95.9,24,31.9,NA,NA,NA,NA,2024-02-06,14
57465,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq AM
","Testing",NA,"","Left Dome","Right Tower",13.338,NA,NA,NA,NA,22,56.8,20,54.8,2024-02-06,14
57466,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08,"","Familiarisation",NA,"Left Dome","","",9.338,26,34.4,13,11.6,NA,NA,NA,NA,2024-02-06,14
57466,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08,"","Testing",NA,"","Left Dome","Right Tower",9.812,NA,NA,NA,NA,33,37.6,17,17.2,2024-02-06,14
57467,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Missing 8/13","Familiarisation",NA,"Left Dome","","",13.924,20,20.6,21,26.8,NA,NA,NA,NA,2024-02-06,14
57467,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Missing 8/13","Testing",NA,"","Left Dome","Right Tower",13.156,NA,NA,NA,NA,17,23.3,16,74.4,2024-02-06,14
57468,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq PM
","Familiarisation",NA,"Left Dome","","",13.301,31,63.3,30,77.8,NA,NA,NA,NA,2024-02-06,14
57468,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq PM
","Testing",NA,"","Left Dome","Right Tower",15.633,NA,NA,NA,NA,22,56.6,20,65.1,2024-02-06,14
57470,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Ghost mice removed 1/7/25","Familiarisation",NA,"Left Dome","","",7.575,28,76.4,7,13,NA,NA,NA,NA,2024-02-06,14
57470,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Ghost mice removed 1/7/25","Testing",NA,"","Left Dome","Right Tower",6.674,NA,NA,NA,NA,18,36.2,7,16.4,2024-02-06,14
57471,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq PM
","Testing",NA,"","Left Dome","Right Tower",15.589,NA,NA,NA,NA,32,55.9,36,48.5,2024-02-06,14
57471,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08," : Patch-Seq PM
","Familiarisation",NA,"Left Dome","","",8.885,28,58.5,36,65.9,NA,NA,NA,NA,2024-02-06,14
57472,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08,"","Testing",NA,"","Left Dome","Right Tower",12.199,NA,NA,NA,NA,46,117.9,16,38.1,2024-02-06,14
57472,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-11-08,"","Familiarisation",NA,"Left Dome","","",15.395,48,82.9,28,84.1,NA,NA,NA,NA,2024-02-06,14
57905,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",7.804,25,53.8,20,45.1,NA,NA,NA,NA,2024-03-19,15
57905,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",6.895,NA,NA,NA,NA,14,27.3,19,36,2024-03-19,15
57906,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",5.648,4,2.5,37,40,NA,NA,NA,NA,2024-03-19,15
57906,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",2.165,NA,NA,NA,NA,5,2.3,0,0,2024-03-19,15
57907,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",7.855,71,136.8,11,15.4,NA,NA,NA,NA,2024-03-19,15
57907,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",3.544,NA,NA,NA,NA,1,0.6,13,16.4,2024-03-19,15
57908,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",10.084,46,80,59,120.3,NA,NA,NA,NA,2024-03-19,15
57908,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",8.591,NA,NA,NA,NA,60,98.2,19,31.9,2024-03-19,15
57909,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",6.077,NA,NA,NA,NA,33,41.6,12,20.9,2024-03-19,15
57909,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",10.77,24,40.6,79,80.2,NA,NA,NA,NA,2024-03-19,15
57910,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",5.972,NA,NA,NA,NA,30,41.3,22,28.4,2024-03-19,15
57910,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",9.004,23,29.5,31,63.7,NA,NA,NA,NA,2024-03-19,15
57911,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",7.081,12,19.3,16,20.9,NA,NA,NA,NA,2024-03-19,15
57911,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",1.592,NA,NA,NA,NA,4,4.1,1,3,2024-03-19,15
57912,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",5.713,NA,NA,NA,NA,21,44.5,15,15.5,2024-03-19,15
57912,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",8.445,22,40.9,24,49.1,NA,NA,NA,NA,2024-03-19,15
57913,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",1.724,NA,NA,NA,NA,3,3,1,3.7,2024-03-19,15
57913,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",2.025,5,6.8,2,1.5,NA,NA,NA,NA,2024-03-19,15
57914,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",7.528,24,33.9,30,41.5,NA,NA,NA,NA,2024-03-19,15
57914,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",8.693,NA,NA,NA,NA,40,58.1,20,35.4,2024-03-19,15
57915,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",7.236,NA,NA,NA,NA,18,22.4,44,87.9,2024-03-19,15
57915,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",9.024,45,81.3,8,17.8,NA,NA,NA,NA,2024-03-19,15
57916,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",0.172,NA,NA,NA,NA,0,0,37,518.6,2024-03-19,15
57916,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",0.792,33,313.1,0,0,NA,NA,NA,NA,2024-03-19,15
57917,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",16.224,68,69.2,86,114.1,NA,NA,NA,NA,2024-03-19,15
57917,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",12.125,NA,NA,NA,NA,78,102.8,17,21.4,2024-03-19,15
57918,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",8.841,14,16.6,18,21.6,NA,NA,NA,NA,2024-03-19,15
57918,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",6.461,NA,NA,NA,NA,10,12,16,37.3,2024-03-19,15
57919,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",6.698,NA,NA,NA,NA,10,10.8,109,178.3,2024-03-19,15
57919,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",6.816,28,35,15,25.6,NA,NA,NA,NA,2024-03-19,15
57920,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",11.451,46,66.3,22,43.2,NA,NA,NA,NA,2024-03-19,15
57920,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",9.194,NA,NA,NA,NA,29,71.8,25,37.3,2024-03-19,15
57921,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",8.805,29,45.4,14,23.2,NA,NA,NA,NA,2024-03-19,15
57921,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",5.422,NA,NA,NA,NA,1,0.6,15,38,2024-03-19,15
57922,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",6.023,NA,NA,NA,NA,30,65.3,1,0.7,2024-03-19,15
57922,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",7.644,9,12.7,24,58.1,NA,NA,NA,NA,2024-03-19,15
57923,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",7.617,35,42.4,5,5.4,NA,NA,NA,NA,2024-03-19,15
57923,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",5.309,NA,NA,NA,NA,63,62.5,33,57.6,2024-03-19,15
57924,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",3.011,NA,NA,NA,NA,11,24.1,36,239.6,2024-03-19,15
57924,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",2.951,6,4.7,3,6.4,NA,NA,NA,NA,2024-03-19,15
57925,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",7.427,NA,NA,NA,NA,5,4.5,54,183.7,2024-03-19,15
57925,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",17.199,35,42.7,27,41.4,NA,NA,NA,NA,2024-03-19,15
57926,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",8.969,NA,NA,NA,NA,2,1.1,14,16.6,2024-03-19,15
57926,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",10.964,14,21.6,25,43.7,NA,NA,NA,NA,2024-03-19,15
57927,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",6.037,NA,NA,NA,NA,4,5.2,14,31.2,2024-03-19,15
57927,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",13.331,74,80.6,28,23.5,NA,NA,NA,NA,2024-03-19,15
57928,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",7.836,61,129.7,17,19.7,NA,NA,NA,NA,2024-03-19,15
57928,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",6.151,NA,NA,NA,NA,9,16.6,32,80.2,2024-03-19,15
57929,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Testing","","","Left Dome","Right Tower",7.572,NA,NA,NA,NA,22,51.1,31,69.3,2024-03-19,15
57929,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13,"","Familiarisation","Right Tower","Left Tower","","",8.979,36,47.5,30,49,NA,NA,NA,NA,2024-03-19,15
57930,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13," : Patch-Seq AM
","Familiarisation","Right Tower","Left Tower","","",9.608,29,53.6,28,64.6,NA,NA,NA,NA,2024-03-19,15
57930,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13," : Patch-Seq AM
","Testing","","","Left Dome","Right Tower",5.864,NA,NA,NA,NA,31,66.6,5,15.2,2024-03-19,15
57931,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13," : Patch-Seq AM
","Familiarisation","Right Tower","Left Tower","","",11.338,38,77.6,24,53.2,NA,NA,NA,NA,2024-03-19,15
57931,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13," : Patch-Seq AM
","Testing","","","Left Dome","Right Tower",10.057,NA,NA,NA,NA,16,15.7,16,22.8,2024-03-19,15
57932,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13," : Patch-Seq AM
","Familiarisation","Right Tower","Left Tower","","",6.934,36,65.3,11,9.5,NA,NA,NA,NA,2024-03-19,15
57932,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13," : Patch-Seq AM
","Testing","","","Left Dome","Right Tower",4.831,NA,NA,NA,NA,7,10.4,18,26.6,2024-03-19,15
57933,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13," : Patch-Seq AM","Familiarisation","Right Tower","Left Tower","","",11.24,26,22.8,25,48.2,NA,NA,NA,NA,2024-03-19,15
57933,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13," : Patch-Seq AM","Testing","","","Left Dome","Right Tower",7.487,NA,NA,NA,NA,21,27,13,11.9,2024-03-19,15
57934,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13," : Patch-Seq AM","Familiarisation","Right Tower","Left Tower","","",7.286,11,19.3,27,58.3,NA,NA,NA,NA,2024-03-19,15
57934,"Female","(CByB6F1/J x C3D2F1/J)/J",2022-12-13," : Patch-Seq AM","Testing","","","Left Dome","Right Tower",4.381,NA,NA,NA,NA,53,83.5,7,11.5,2024-03-19,15
