"Animal_ID","AM_PM","Sex","Line","Birth_Date","Animal_Info","CFC.baseline","CFC.PS1","CFC.PS2","CFC.PS3","CFC.PS4","CFA.Total","Train_threshold","Train_bout","Train_assay","Train_date","Age_at_Test","Age_Months","CFM.Bin1","CFM.Bin2","CFM.Bin3","CFM.Bin4","CFM.Bin5","CFM.Total","Test_threshold","Test_bout","Test_assay","Test_date"
53454,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53454_Pen15470_Ear2R",5.32,2.48,23.6,46.87,49.37,28.94,12,1,"CFC_Train","2024-05-07",24.8357424441524,25,58.84,50.21,59.17,22.04,6.47,39.33,10.17,1,"CFC_Test","2024-05-08"
53455,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53455_Ear2L_Pen15471",6.17,2.5,13.12,50,49.69,35.61,8.92,1,"CFC_Train","2024-03-07",22.8318002628121,23,23.28,72.5,66.25,31.46,26.3,43.96,9.88,1,"CFC_Test","2024-03-08"
53456,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53456_Pen15471_Ear2R1L",4.99,21.25,13.66,40.62,35.62,26.11,15.76,1,"CFC_Train","2024-03-11",22.9632063074901,23,36.04,40.96,28.48,23.12,3.12,26.37,4.83,1,"CFC_Test","2024-03-12"
53457,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53457_Ear1R2L_Pen15471",0.67,7.45,39.75,59.37,85.09,38.64,6.73,1,"CFC_Train","2024-03-11",22.9632063074901,23,55.09,55,63.2,74.17,79.58,65.37,11.71,1,"CFC_Test","2024-03-12"
53458,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53458_Pen15471_Ear2B",10.82,26.87,42.24,31.68,44.1,43.18,10.04,1,"CFC_Train","2024-03-12",22.9960578186597,23,59.37,75.47,82.08,59.37,42.17,63.69,26.26,1,"CFC_Test","2024-03-13"
53459,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53459_Pen15471_Ear3R",3.66,27.5,20.62,44.37,62.73,39.68,13.24,1,"CFC_Train","2024-03-13",23.0289093298292,23,13.72,30.21,56.76,56.96,34.86,38.5,14.5,1,"CFC_Test","2024-03-14"
53460,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53460_EarN_Pen15472",3.17,19.25,32.3,51.25,52.5,39.18,12.79,1,"CFC_Train","2024-03-14",23.0617608409987,23,23.91,56.76,65.07,33.47,68.33,49.5,9.86,1,"CFC_Test","2024-03-15"
53463,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53463_EarB_15472",8.32,37.27,54.04,67.7,37.27,49.95,12.21,1,"CFC_Train","2024-03-18",23.1931668856767,23,45.32,70.48,58.84,58.96,77.87,62.32,14.08,1,"CFC_Test","2024-03-19"
53464,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53464_Pen15472_Ear2R",0,16.77,47.2,50.62,39.75,38.5,6.94,1,"CFC_Train","2024-03-19",23.2260183968463,23,28.69,51.98,62.79,48.96,30.06,44.48,8.71,1,"CFC_Test","2024-03-20"
53465,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53465_Pen15473_Ear2L",17.8,8.12,2.5,0,11.18,18.04,9.92,1,"CFC_Train","2024-03-20",23.2588699080158,23,56.13,73.33,54.17,72.29,70,65.21,7.92,1,"CFC_Test","2024-03-21"
53466,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53466_Pen15473_Ear2R1L",17.83,18.01,42.24,61.49,45.86,50.04,9.92,1,"CFC_Train","2024-03-21",23.2917214191853,23,75.83,44.49,71.31,94.17,13.15,59.77,17.19,1,"CFC_Test","2024-03-22"
53467,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53467_Pen15473_Ear1R2L",5.66,2.48,19.25,46.58,56.52,38.96,14.33,1,"CFC_Train","2024-03-25",23.4231274638633,23,26.25,43.87,48.02,50.31,55.53,44.77,15,1,"CFC_Test","2024-03-26"
53468,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53468_Ear2B_Pen15473",6.32,19.37,52.5,50.31,71.87,47.32,12.47,1,"CFC_Train","2024-03-25",23.4231274638633,23,41.04,56.34,61.54,55.93,84.58,59.87,23.71,1,"CFC_Test","2024-03-26"
53469,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53469_Pen15473_Ear3R",9.65,20.62,37.27,67.5,35,37.01,7.43,1,"CFC_Train","2024-03-26",23.4559789750328,23,45.11,27.86,33.75,34.72,59.5,40.12,19.79,1,"CFC_Test","2024-03-27"
53470,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53470_Pen15474_EarN",4,21.25,42.5,22.98,45.34,30,10.17,1,"CFC_Train","2024-03-27",23.4888304862024,23,39.92,45.42,23.75,47.82,43.01,39.96,6.36,1,"CFC_Test","2024-03-28"
53471,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53471_Pen15474_EarR",18.97,25,43.75,33.75,36.87,37.96,6.83,1,"CFC_Train","2024-03-28",23.5216819973719,24,46.57,59.37,42.92,50.94,40.08,47.96,9.07,1,"CFC_Test","2024-03-29"
53472,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53472_Pen15474_EarL",0,13.12,51.55,72.05,95,50.52,5.64,1,"CFC_Train","2024-04-01",23.6530880420499,24,49.69,53.22,44.91,79.17,39.46,53.27,9.08,1,"CFC_Test","2024-04-02"
53473,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53473_EarB_Pen15474",13.17,22.36,27.33,41.61,42.86,32.04,8.25,1,"CFC_Train","2024-04-01",23.6530880420499,24,70.89,54.37,35.83,51.04,44.26,51.29,14.14,1,"CFC_Test","2024-04-02"
53474,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53474_Pen15474_Ear2R",27.95,5.59,11.87,33.75,53.12,31.08,5.79,1,"CFC_Train","2024-04-02",23.6859395532194,24,43.66,55.93,33.26,27.08,61.46,44.25,10.25,1,"CFC_Test","2024-04-03"
53475,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53475_Pen15475_Ear2L",0,2.48,0,0,0,2.39,8.33,1,"CFC_Train","2024-04-03",23.718791064389,24,99.79,100,100,100,100,99.96,9.64,1,"CFC_Test","2024-04-04"
53477,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53477_Pen15475_Ear1R2L",0.83,0,3.73,41.25,56.87,26.82,6.07,1,"CFC_Train","2024-04-08",23.8830486202365,24,87.5,65.21,72.97,62.99,52.82,68.32,9.58,NA,"CFC_Test","2024-04-09"
53478,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53478_Ear2B_Pen15475",4.99,8.7,19.37,26.71,20.5,29.25,5.14,1,"CFC_Train","2024-04-08",23.8830486202365,24,27.71,55.51,56.76,62.71,75.16,55.61,17,1,"CFC_Test","2024-04-09"
53479,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-12","53479_Pen15475_Ear3R",3.66,9.32,37.27,46.87,44.37,32,12.25,1,"CFC_Train","2024-04-09",23.915900131406,24,35.21,56.25,79.21,40.42,45.42,51.33,11.76,1,"CFC_Test","2024-04-10"
53612,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26","53612_EarN_Pen15515",11.5,40.37,77.5,58.13,61.49,55.77,3.64,1,"CFC_Train","2024-04-18",23.7516425755585,24,45.95,56.76,67.08,59.25,54.79,56.71,8.63,1,"CFC_Test","2024-04-19"
53614,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26","53614_Pen15515_EarL",11.15,34.37,73.75,80.75,90.68,59.93,9,1,"CFC_Train","2024-04-22",23.8830486202365,24,51.56,79.83,42.41,62.58,71.87,61.67,12.18,1,"CFC_Test","2024-04-23"
53616,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-04-26","53616_Pen15515_Ear2R",20.83,34.16,54.37,84.37,90,64.61,6.64,1,"CFC_Train","2024-05-13",24.5729303547963,25,69.02,87.11,89.79,23.54,36.53,61.23,6.33,1,"CFC_Test","2024-05-14"
54227,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54227_Pen15708_EarR",2.5,0,9.94,49.69,48.75,29.94,8.89,NA,"CFC_Train","2024-04-01",22.2733245729304,22,63.41,75.26,80.67,54.58,70.15,68.86,15.57,NA,"CFC_Test","2024-04-02"
54228,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54228_EarL_Pen15708",4.17,45.34,58.39,73.29,72.67,53.04,11,NA,"CFC_Train","2024-04-01",22.2733245729304,22,54.68,49.9,45,49.58,39.67,47.79,7.14,1,"CFC_Test","2024-04-02"
54229,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54229_Pen15708_EarB",1,3.11,28.57,28.75,37.5,25.57,5.64,NA,"CFC_Train","2024-04-08",22.503285151117,23,66.04,45.42,28.07,61.33,23.38,44.89,9.93,1,"CFC_Test","2024-04-09"
54232,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54232_Ear2R1L_Pen15709",1,0,2.5,13.04,3.11,6.25,6.42,1,"CFC_Train","2024-04-11",22.6018396846255,23,9.56,16.84,28.33,22.5,21.5,19.75,5.17,1,"CFC_Test","2024-04-12"
54233,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54233_Pen15709_Ear1R2L",2.5,5.62,0,23.12,44.37,23.29,9.32,1,"CFC_Train","2024-04-15",22.7332457293035,23,80,51.98,76.72,53.33,36.46,59.71,11.92,1,"CFC_Test","2024-04-16"
54234,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54234_Pen15709_Ear2B",0,0,0,19.37,56.25,21.36,3,NA,"CFC_Train","2024-04-15",22.7332457293035,23,33.75,23.49,24.95,42.29,22.5,29.37,5.33,NA,"CFC_Test","2024-04-16"
54235,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54235_Ear3R_Pen15709",0,3.11,26.71,15,39.13,19.07,11.76,1,"CFC_Train","2024-04-15",22.7332457293035,23,27.71,30.56,38.88,49.48,39.87,37.27,7.76,1,"CFC_Test","2024-04-16"
54237,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54237_Pen15710_EarR",2.16,4.97,11.25,33.54,8.75,18.11,5.08,1,"CFC_Train","2024-05-09",23.5216819973719,24,14.97,53.64,55,69.44,85.62,55.71,11.07,1,"CFC_Test","2024-05-10"
54238,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54238_Pen15710_EarL",15.97,23.6,39.75,52.8,50.93,37.21,6,1,"CFC_Train","2024-04-16",22.7660972404731,23,38.88,56.87,59.25,52.81,73.7,56.29,9.71,1,"CFC_Test","2024-04-17"
54240,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54240_Pen15710_Ear2R",1,0,29.37,61.87,76.87,28.25,2.83,1,"CFC_Train","2024-04-17",22.7989487516426,23,52.81,68.61,40.33,8.11,7.31,35.43,7.17,1,"CFC_Test","2024-04-18"
54241,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54241_2L_Pen15711_Train",11.17,44.1,77.5,77.02,78.26,62.06,8.17,1,"CFC_Train","2024-01-29",20.203679369251,20,9.56,39.37,39.79,41.87,44.05,34.92,6.81,1,"CFC_Test","2024-01-30"
54242,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54242_Pen15711_Ear2R1L",0,0,0,0,4.37,4.61,5,1,"CFC_Train","2024-01-29",20.203679369251,20,24.53,20.58,27.29,26.25,2.92,20.25,1.33,1,"CFC_Test","2024-01-30"
54243,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54243_Ear1R2L_Pen15711",0,0,5,36.25,10,12.72,5.58,1,"CFC_Train","2024-01-30",20.2365308804205,20,29.11,29.31,22.29,27.44,22.76,26.22,16.36,1,"CFC_Test","2024-01-31"
54244,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54244_Pen15711_Ear2B",23.5,0,0,25.47,32.5,27.18,6.48,1,"CFC_Train","2024-01-31",20.26938239159,20,26.61,34.3,41.25,36.59,64.51,40.56,13.29,1,"CFC_Test","2024-02-01"
54246,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54246_Pen15712_EarN",30.33,20.62,13.75,36.65,19.25,39.76,7.24,1,"CFC_Train","2024-02-12",20.6636005256242,21,29.94,37.01,50.94,47.4,51.88,43.42,4.5,1,"CFC_Test","2024-02-13"
54247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5,55.51,26.82,54.68,62.63,52.06,8.71,1,"CFC_Test","2024-02-13"
54249,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54249_Pen15712_EarB",2,0,20.62,11.8,24.37,19.29,7.92,1,"CFC_Train","2024-02-13",20.6964520367937,21,30.77,63.62,56.46,45.74,27.97,44.89,13.86,1,"CFC_Test","2024-02-14"
54250,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54250_Pen15712_Ear3R",2.16,81.37,78.88,53.75,75.62,61.32,10.25,1,"CFC_Train","2024-02-14",20.7293035479632,21,64.03,55.42,58.63,68.75,75.78,64.57,9.79,1,"CFC_Test","2024-02-15"
54251,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54251_Pen15713_Ear2L",6.66,3.73,3.73,26.09,13.04,20.43,4.96,1,"CFC_Train","2024-02-15",20.7621550591327,21,12.89,34.3,33.68,35.62,39.17,31.08,11.86,1,"CFC_Test","2024-02-16"
54252,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54252_Pen15713_Ear2R1L",5.67,1.24,26.71,0,6.88,16.21,7.64,1,"CFC_Train","2024-02-19",20.8935611038108,21,22.66,15.8,18.71,21.25,16.91,19.04,11.93,1,"CFC_Test","2024-02-20"
54253,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54253_Pen15713_Ear1R2L",7.49,8.07,7.45,19.25,22.5,21.58,10.24,1,"CFC_Train","2024-02-19",20.8935611038108,21,31.46,48.86,48.96,55.62,44.58,45.87,7.11,1,"CFC_Test","2024-02-20"
54254,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54254_Pen15713_Ear2B",9,33.75,52.17,28.57,34.16,32.12,9.62,1,"CFC_Train","2024-02-20",20.9264126149803,21,29.31,45.42,62.29,20.83,22.34,36.04,16.76,1,"CFC_Test","2024-02-21"
54255,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54255_Pen15713_Ear3R",7.82,21.25,25,35.62,64.6,40.59,9.43,1,"CFC_Train","2024-02-21",20.9592641261498,21,66.32,66.04,77.5,61.12,28.75,59.96,13.5,1,"CFC_Test","2024-02-22"
54256,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54256_Pen15714_EarN",15.83,11.18,36.65,26.09,45.96,35.37,7.75,1,"CFC_Train","2024-02-22",20.9921156373193,21,53.54,75.88,61.54,75.21,71.04,67.46,7.33,1,"CFC_Test","2024-02-23"
54257,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54257_Pen15714_EarR",8.32,11.87,18.01,41.61,38.51,38.64,7.72,1,"CFC_Train","2024-02-26",21.1235216819974,21,44.7,66.67,62.37,70.69,48.02,58.48,9,1,"CFC_Test","2024-02-27"
54258,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54258_EarL_Pen15714",4.83,26.09,46.87,51.55,76.87,44.64,8.08,1,"CFC_Train","2024-02-26",21.1235216819974,21,31.6,57.8,42.41,50.94,51.88,46.92,10.96,1,"CFC_Test","2024-02-27"
54259,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54259_Pen15714_EarB",2.5,22.5,78.75,82.61,58.75,47.34,9.22,1,"CFC_Train","2024-02-27",21.1563731931669,21,45.74,70.42,74.84,28.69,33.54,50.67,12.92,1,"CFC_Test","2024-02-28"
54262,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54262_Pen15715_Ear2R1L",10.98,6.83,34.37,9.94,77.5,45.71,4.71,1,"CFC_Train","2024-03-04",21.353482260184,21,8.54,53.22,49.06,12.27,25.47,29.72,7.43,1,"CFC_Test","2024-03-05"
54263,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54263_Ear1R2L_Pen15715",9.32,25.62,36.87,26.71,66.25,36.07,10.55,1,"CFC_Train","2024-03-04",21.353482260184,21,51.98,46.25,58.84,48.54,61.38,53.42,12.83,1,"CFC_Test","2024-03-05"
54264,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54264_Pen15715_Ear2B",3.83,50,16.87,39.13,76.87,39.61,7,1,"CFC_Train","2024-03-05",21.3863337713535,21,46.04,84.41,82.95,81.46,74.95,74.03,7.36,1,"CFC_Test","2024-03-06"
54265,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-05-24","54265_Pen15715_Ear3R",3.5,19.37,38.51,49.37,48.45,30.48,11.33,1,"CFC_Train","2024-03-06",21.419185282523,21,31.6,59.79,60.08,26.04,44.47,44.37,7.36,1,"CFC_Test","2024-03-07"
57443,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57443_EarN_Pen16635",8,26.25,16.87,82.61,77.64,47.89,5,1,"CFC_Train","2024-07-18",20.3022339027595,20,56.55,79.21,73.75,55.42,73.12,67.58,4,1,"CFC_Test","2024-07-19"
57444,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57444_Pen16635_EarR",9,46.25,24.84,37.27,4.35,30.62,4,1,"CFC_Train","2024-07-22",20.4336399474376,20,68.61,33.89,38.05,29.58,73.54,48.71,7,1,"CFC_Test","2024-07-23"
57445,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57445_Pen16635_EarL",6.5,45.62,42.86,43.48,44.72,39.23,5.4,NA,"CFC_Train","2024-07-22",20.4336399474376,20,67.98,89.19,90.64,92.08,52.08,78.42,5,NA,"CFC_Test","2024-07-23"
57446,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57446_Pen16635_EarB",8.17,48.12,25,6.21,42.5,40.64,4,1,"CFC_Train","2024-07-23",20.4664914586071,20,40.96,77.96,76.92,84.41,83.33,72.67,2.2,1,"CFC_Test","2024-07-24"
57449,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57449_Pen16636_Ear2R1L",25.79,0,0,5.62,55,35.54,2,1,"CFC_Train","2024-07-24",20.4993429697766,20,50.52,75.26,66.87,53.33,51.67,59.5,9,1,"CFC_Test","2024-07-25"
57450,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57450_Ear1R2L_Pen16636",0,25,7.45,36.87,78.88,44.93,2,1,"CFC_Train","2024-07-25",20.5321944809461,21,63.2,45.11,69.02,57.8,66.25,60.25,5,1,"CFC_Test","2024-07-26"
57451,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57451_Pen16636_Ear2B",11.98,9.94,16.15,56.87,62.5,34.5,3,1,"CFC_Train","2024-07-29",20.6636005256242,21,35.34,55.93,56.25,42.92,55.53,49.21,4.5,1,"CFC_Test","2024-07-30"
57452,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57452_Pen16636_Ear3R",7.32,37.89,86.96,58.75,70,57.32,8,NA,"CFC_Train","2024-07-29",20.6636005256242,21,38.05,69.65,85.21,90.42,54.7,67.58,7,NA,"CFC_Test","2024-07-30"
57453,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57453_Pen16637_EarN",6.99,11.87,13.75,15,52.5,29.21,5,1,"CFC_Train","2024-07-30",20.6964520367937,21,56.96,66.53,42.41,41.37,55.21,52.5,2,1,"CFC_Test","2024-07-31"
57454,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57454_Pen16637_EarR",3.83,11.87,17.5,21.25,25.62,21.79,8,NA,"CFC_Train","2024-07-30",20.6964520367937,21,25.57,77.75,33.89,36.17,31.46,40.96,8,NA,"CFC_Test","2024-07-31"
57455,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57455_Pen16637_EarL",26.96,15,59.63,50.93,66.46,48.68,4,1,"CFC_Train","2024-07-31",20.7293035479632,21,61.12,87.71,83.75,75.68,70.21,75.71,7,1,"CFC_Test","2024-08-01"
57456,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57456_EarB_Pen16637",9,47.2,73.12,88.82,70,58.14,4,1,"CFC_Train","2024-08-01",20.7621550591327,21,62.16,88.15,78.96,77.96,87.5,78.96,6,1,"CFC_Test","2024-08-02"
57457,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57457_Pen16637_Ear2R",3.99,0,2.48,46.58,49.37,18.51,6,1,"CFC_Train","2024-08-05",20.8935611038108,21,35.76,67.08,42.5,29.58,26.04,40.21,5.6,1,"CFC_Test","2024-08-06"
57458,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57458_Pen16638_Ear3R1L",7.82,11.25,56.52,26.09,62.5,35.12,4.2,NA,"CFC_Train","2024-08-05",20.8935611038108,21,34.1,50.42,31.46,58.54,24.58,39.83,13,NA,"CFC_Test","2024-08-06"
57459,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57459_Pen16638_Ear2R1L",14.48,63.98,41.61,36.65,23.6,37,5,1,"CFC_Train","2024-08-06",20.9264126149803,21,11.85,36.04,15.59,47.5,31.73,28.55,3,1,"CFC_Test","2024-08-07"
57460,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57460_Ear1R2L_Pen16638",1.5,0,2.5,33.54,15,27.04,14,1,"CFC_Train","2024-08-21",21.419185282523,21,5.42,33.47,20.17,40.33,54.7,30.8,4,1,"CFC_Test","2024-08-22"
57461,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57461_Pen16638_Ear2B",10.48,2.5,31.25,3.73,16.25,20.32,6,1,"CFC_Train","2024-08-07",20.9592641261498,21,30.21,40.12,24.53,38.46,74.58,41.58,5.7,1,"CFC_Test","2024-08-08"
57462,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57462_Ear3L_Pen16638",17.47,3.11,13.75,20.5,12.5,36.18,4,1,"CFC_Train","2024-08-08",20.9921156373193,21,12.81,41.87,13.12,56.52,36.45,23.25,7,1,"CFC_Test","2024-08-09"
57463,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57463_Pen16639_EarN",0.83,0,8.07,6.25,42.24,15.58,6.2,1,"CFC_Train","2024-08-12",21.1235216819974,21,2.92,11.85,17.26,16.22,12.5,12.12,5,1,"CFC_Test","2024-08-13"
57464,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57464_Pen16639_EarR",12.15,33.75,52.8,60,50.31,53.88,2.6,NA,"CFC_Train","2024-08-12",21.1235216819974,21,41.87,46.36,80.04,75.05,40.83,56.87,3.2,NA,"CFC_Test","2024-08-13"
57465,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57465_Pen16639_EarL",9.5,7.45,25,65.62,8.12,34.05,2.1,1,"CFC_Train","2024-08-13",21.1563731931669,21,65.07,70.06,88.33,88.15,70.83,76.5,3.9,1,"CFC_Test","2024-08-14"
57468,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57468_Ear2L_Pen16640",0,13.04,20.62,38.51,58.75,33.11,3,1,"CFC_Train","2024-08-15",21.2220762155059,21,40.33,52.81,69.02,67.98,55.83,57.17,8,1,"CFC_Test","2024-08-16"
57472,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08","57472_Ear3R_Pen16640",0,21.25,26.71,62.5,82.5,40.01,8.3,1,"CFC_Train","2024-08-26",21.5834428383706,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57930,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13","57930_Pen16779_Ear2L",5.32,0,25,60,73.12,38.04,7.5,1,"CFC_Train","2024-06-24",18.3639947437582,18,27.65,67.15,45.42,59.88,56.04,51.25,3.03,1,"CFC_Test","2024-06-25"
57931,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13","57931_Pen16679_Ear2R1L",0.67,2.5,32.92,64.37,3.75,40.43,6.38,1,"CFC_Train","2024-06-25",18.3968462549277,18,64.66,86.87,88.36,52.08,55.11,69.42,5.08,1,"CFC_Test","2024-06-26"
57932,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13","57932_Pen16779_Ear1R2L",1.16,8.75,42.24,60.62,35,35.75,3.5,NA,"CFC_Train","2024-06-25",18.3968462549277,18,79,63.75,64.86,71.87,80.79,72.04,5.4,NA,"CFC_Test","2024-06-26"
57933,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13","57933_Pen16779_Ear2B",2.17,0,42.24,47.5,59.63,47.57,4,1,"CFC_Train","2024-06-26",18.4296977660972,18,65.28,83.75,86.46,54.37,45.72,67.12,4.83,1,"CFC_Test","2024-06-27"
57934,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13","57934_Ear3R_Pen16779",9.32,0,0,39.37,46.87,32.89,5.07,1,"CFC_Train","2024-06-27",18.4625492772668,18,58.84,57.59,33.26,51.98,65.21,53.33,5.67,1,"CFC_Test","2024-06-28"
58512,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07","58512_EarN_Pen16942",6.66,0,15.53,49.07,76.4,39.25,9,1,"CFC_Train","2024-09-16",19.2838370565046,19,42.83,66.53,62.58,43.12,55.42,54.08,8,1,"CFC_Test","2024-09-17"
58513,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07","58513_EarR_Pen16942",0,15.53,29.19,49.07,63.35,36.79,11.71,NA,"CFC_Train","2024-09-16",19.2838370565046,19,35.55,56.96,56.76,71.46,72.92,58.71,22.02,NA,"CFC_Test","2024-09-17"
58514,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07","58514_EarL_Pen16942",0,8.12,8.07,36.02,59.37,21.43,0.79,1,"CFC_Train","2024-09-17",19.3166885676741,19,16.46,29.11,47.29,30.42,29.23,30.51,7,NA,"CFC_Test","2024-09-17"
58515,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07","58515_EarB_Pen16942",0,4.35,4.37,13.12,27.33,20.89,4.12,NA,"CFC_Train","2024-09-17",19.3166885676741,19,51.56,64.37,60.5,71.46,28.6,55.33,6,1,"CFC_Test","2024-09-19"
58516,"PM","Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07","58516_Pen16492_Ear2R",0,15.62,49.07,48.45,8.07,29.76,6,1,"CFC_Train","2024-09-19",19.3823915900131,19,38.46,45.95,29.52,24.32,48.75,37.37,6.93,1,"CFC_Test","2024-09-20"
58518,"AM","Female","(CByB6F1/J x C3D2F1/J)/J","2023-02-07","58518_Ear2R1L_Pen16943",3.49,0,0,9.37,31.87,25.25,7,1,"CFC_Train","2024-09-23",19.5137976346912,20,18.09,53.75,51.77,17.29,56.37,39.46,1.8,1,"CFC_Test","2024-09-24"
