"Animal_ID","Test_Date","Sex","Line","Birth_Date","Age_at_Test","Age_Months","Weight","YM_Distance","YM_Mean_speed","YM_Spontaneous_alternations","YM_Total_arm_entries","YM_Alternating_Arm_Returns","YM_Same_Arm_Returns","YM_Prct_Spontaneous_Alternations","YM_Prct_Alternating_Arm_Returns"
53115,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",12.6478318002628,13,NA,16.953,0.035,13,31,8,31,45,28
53115,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",13.7647831800263,14,36.94,13.566,0.028,17,26,5,26,71,21
53115,"2024-03-05","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.0275952693824,14,NA,11.046,0.023,13,22,2,22,65,10
53115,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.9145860709593,15,NA,12.786,0.027,21,34,3,34,66,9
53115,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.0972404730618,16,29.86,11.738,0.024,21,32,7,32,70,23
53115,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.9842312746386,17,29.3,10.88,0.023,16,26,5,26,67,21
53116,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",12.6478318002628,13,NA,16.776,0.035,14,26,6,26,58,25
53116,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",13.7647831800263,14,30.17,8.887,0.019,17,25,4,25,74,17
53116,"2024-03-05","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.0275952693824,14,NA,13.423,0.028,14,26,8,26,58,33
53116,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.9145860709593,15,NA,12.615,0.026,15,31,8,31,52,28
53116,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.0972404730618,16,40.72,8.68,0.018,14,25,5,25,61,22
53116,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.9842312746386,17,37.28,12.922,0.027,14,34,10,34,44,31
53117,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",12.6478318002628,13,NA,0.956,0.002,0,0,0,0,0,0
53117,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",13.7647831800263,14,46.1,10.062,0.021,13,21,6,21,68,32
53117,"2024-03-05","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.0275952693824,14,NA,13.886,0.029,18,28,8,28,69,31
53117,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.9145860709593,15,NA,10.036,0.021,18,30,6,30,64,21
53117,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.0972404730618,16,36.44,9.745,0.02,15,25,6,25,65,26
53117,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.9842312746386,17,36.14,10.491,0.022,16,26,8,26,67,33
53118,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",12.6478318002628,13,NA,11.742,0.024,8,18,7,18,50,44
53118,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",13.7647831800263,14,37.56,10.468,0.022,18,32,6,32,60,20
53118,"2024-03-05","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.0275952693824,14,NA,9.439,0.02,11,18,4,18,69,25
53118,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.9145860709593,15,NA,8.121,0.017,12,23,5,23,57,24
53118,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.0972404730618,16,50.28,7.621,0.016,9,19,3,19,53,18
53118,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.9842312746386,17,50.5,8.71,0.018,15,20,2,20,83,11
53119,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",12.6478318002628,13,NA,3.325,0.007,0,1,0,1,0,0
53119,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",13.7647831800263,14,34.15,17.923,0.037,18,37,17,37,51,49
53119,"2024-03-05","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.0275952693824,14,NA,4.772,0.01,4,9,3,9,57,43
53119,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.9145860709593,15,NA,9.135,0.019,17,23,4,23,81,19
53119,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.0972404730618,16,34.26,11.162,0.023,13,27,11,27,52,44
53119,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.9842312746386,17,36.03,12.76,0.027,17,30,11,30,61,39
53120,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",12.6478318002628,13,NA,2.082,0.004,0,2,0,2,NA,NA
53120,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",13.7647831800263,14,38.74,8.643,0.018,16,24,5,24,73,23
53120,"2024-03-05","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.0275952693824,14,NA,10.456,0.022,7,17,8,17,47,53
53120,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.9145860709593,15,NA,12.158,0.025,18,32,12,32,60,40
53120,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.0972404730618,16,40.45,12.531,0.026,23,31,6,31,79,21
53120,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.9842312746386,17,44.03,8.067,0.017,14,20,3,20,78,17
53121,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",12.6478318002628,13,NA,5.038,0.01,0,0,0,0,0,0
53121,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",13.7647831800263,14,38.3,16.677,0.035,15,35,17,35,45,52
53121,"2024-03-05","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.0275952693824,14,NA,2.553,0.005,1,3,0,3,100,0
53121,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.9145860709593,15,NA,9.987,0.021,19,28,3,28,73,12
53121,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.0972404730618,16,36.39,11.914,0.025,23,38,10,38,64,28
53121,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.9842312746386,17,38.73,13.208,0.028,22,34,10,34,69,31
53122,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",12.6478318002628,13,NA,10.585,0.022,6,16,8,16,43,57
53122,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",13.7647831800263,14,49.1,8.185,0.017,11,22,8,22,55,40
53122,"2024-03-05","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.0275952693824,14,NA,9.933,0.021,15,20,3,20,83,17
53122,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.9145860709593,15,NA,12.239,0.025,19,31,4,30,66,14
53122,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.0972404730618,16,49.24,10.37,0.022,15,25,6,25,65,26
53122,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.9842312746386,17,50.84,8.657,0.018,9,20,9,20,50,50
53123,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",12.6478318002628,13,NA,12.134,0.025,13,26,11,26,54,46
53123,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",13.7647831800263,14,35,10.68,0.022,13,23,8,23,62,38
53123,"2024-03-05","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.0275952693824,14,NA,7.457,0.016,9,14,3,14,75,25
53123,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.9145860709593,15,NA,7.455,0.016,10,20,4,20,56,22
53123,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.0972404730618,16,38.81,10.449,0.022,17,28,6,28,65,23
53123,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.9842312746386,17,39.71,0.769,0.002,0,1,0,1,0,0
53124,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",12.6478318002628,13,NA,6.911,0.014,5,13,6,13,45,55
53124,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",13.7647831800263,14,38,8.24,0.017,16,25,7,25,70,30
53124,"2024-03-05","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.0275952693824,14,NA,7.793,0.016,11,15,2,15,85,15
53124,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.9145860709593,15,NA,9.104,0.019,18,22,2,22,90,10
53124,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.0972404730618,16,39.51,9.654,0.02,17,25,4,25,74,17
53124,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.9842312746386,17,40.15,9.112,0.019,14,20,4,20,78,22
53125,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",12.6478318002628,13,NA,8.721,0.018,5,13,4,13,45,36
53125,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",13.7647831800263,14,47.6,10.284,0.021,12,21,7,21,63,37
53125,"2024-03-05","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.0275952693824,14,NA,10.282,0.021,11,20,6,20,61,33
53125,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.9145860709593,15,NA,9.033,0.019,15,23,6,23,71,29
53125,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.0972404730618,16,31.85,9.238,0.019,9,23,10,23,43,48
53125,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.9842312746386,17,31.16,10.432,0.022,11,24,9,24,50,41
53126,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",12.6478318002628,13,NA,23.41,0.049,0,11,3,11,0,33
53126,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",13.7647831800263,14,29.3,2.26,0.005,0,6,4,6,0,100
53126,"2024-03-05","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.0275952693824,14,NA,6.164,0.013,7,12,1,12,70,10
53126,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.9145860709593,15,NA,12.627,0.026,17,33,14,33,55,45
53126,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.0972404730618,16,43.1,4.519,0.009,7,13,2,13,64,18
53126,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.9842312746386,17,43.33,4.656,0.01,6,12,4,12,60,40
53127,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",12.6478318002628,13,NA,0.039,0,0,0,0,0,0,0
53127,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",13.7647831800263,14,40.47,10.75,0.022,12,20,6,20,67,33
53127,"2024-03-05","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.0275952693824,14,NA,7.481,0.016,9,14,2,14,75,17
53127,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.9145860709593,15,NA,7.125,0.015,6,17,9,17,40,60
53127,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.0972404730618,16,40.89,4.406,0.009,2,7,3,7,40,60
53127,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.9842312746386,17,41.74,2.412,0.005,0,5,3,5,0,100
53128,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",12.6478318002628,13,NA,1.385,0.003,0,0,0,0,0,0
53128,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",13.7647831800263,14,38.62,8.58,0.018,9,21,8,21,47,42
53128,"2024-03-05","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.0275952693824,14,NA,15.387,0.032,19,31,10,31,66,34
53128,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.9145860709593,15,NA,11.219,0.023,14,28,5,28,54,19
53128,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.0972404730618,16,31.47,11.643,0.024,24,35,6,35,73,18
53128,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.9842312746386,17,32.08,11.777,0.025,17,28,7,28,65,27
53129,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",12.6478318002628,13,NA,7.886,0.016,3,13,8,13,27,73
53129,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",13.7647831800263,14,26.31,10.837,0.023,13,22,7,22,65,35
53129,"2024-03-05","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.0275952693824,14,NA,9.691,0.02,12,21,6,21,63,32
53129,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",14.9145860709593,15,NA,8.295,0.017,17,23,4,23,81,19
53129,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.0972404730618,16,39.99,7.254,0.015,13,18,3,18,81,19
53129,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2023-01-03",16.9842312746386,17,39.97,3.873,0.008,4,9,3,9,57,43
53170,"2023-11-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7766097240473,20,45.41,5.951,0.012,9,15,4,15,69,31
53170,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,46.2,7.692,0.016,8,16,6,16,57,43
53170,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,5.95,0.012,6,12,4,12,60,40
53170,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,44.5,8.665,0.018,10,24,10,24,45,45
53170,"2024-04-10","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.4086727989487,24,NA,9.261,0.019,10,19,5,19,59,29
53170,"2024-05-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.5584756898817,26,41.96,8.818,0.018,15,23,6,23,71,29
53172,"2023-11-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7766097240473,20,30,10.01,0.021,9,19,6,19,53,35
53172,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,29.92,10.891,0.023,14,22,6,22,70,30
53172,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,12.143,0.025,8,18,8,18,50,50
53172,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,30.2,8.378,0.017,10,16,4,16,71,29
53172,"2024-04-10","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.4086727989487,24,NA,0.861,0.002,0,2,0,2,NA,NA
53173,"2023-11-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7766097240473,20,49.5,9.123,0.019,9,22,10,22,45,50
53173,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,52.8,8.673,0.018,7,18,7,18,44,44
53173,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,10.806,0.023,10,17,5,17,67,33
53173,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,49.21,7.894,0.016,12,24,8,24,55,36
53173,"2024-04-10","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.4086727989487,24,NA,8.813,0.018,12,25,8,25,52,35
53173,"2024-05-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.5584756898817,26,50.12,8.122,0.017,6,22,12,22,30,60
53174,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,51.76,9.931,0.021,13,24,9,24,59,41
53174,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,50.7,5.856,0.012,4,12,4,12,40,40
53174,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,2.081,0.004,0,1,0,1,0,0
53174,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,29.36,13.782,0.029,17,28,9,28,65,35
53174,"2024-04-10","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.4086727989487,24,NA,10.752,0.022,13,25,5,25,57,22
53175,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,48.86,3.283,0.007,0,1,0,1,0,0
53175,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,47,4.217,0.009,6,10,2,10,75,25
53176,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,41.78,5.201,0.011,6,11,3,11,67,33
53176,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,45.04,7.339,0.015,7,16,7,16,50,50
53176,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,5.571,0.012,2,11,6,11,22,67
53176,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,48.1,6.001,0.013,7,14,3,14,58,25
53177,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,42.15,6.462,0.013,9,17,6,17,60,40
53177,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,61.58,3.14,0.007,3,6,1,6,75,25
53177,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,10.901,0.023,10,24,8,23,45,36
53177,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,60.49,6.568,0.014,10,17,3,17,67,20
53177,"2024-04-10","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.4086727989487,24,NA,9.331,0.019,13,25,10,25,57,43
53178,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,52.42,8.769,0.018,12,18,3,18,75,19
53178,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,50.71,12.735,0.027,12,24,10,24,55,45
53178,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,13.463,0.028,11,20,6,20,61,33
53178,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,49.95,13.162,0.027,12,26,10,26,50,42
53178,"2024-04-10","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.4086727989487,24,NA,13.053,0.027,16,31,11,31,55,38
53179,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,33.32,8.981,0.019,16,23,5,23,76,24
53179,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,33.92,9.995,0.021,10,22,8,22,50,40
53179,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,14.775,0.031,12,26,6,26,50,25
53179,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,33.86,10.873,0.023,15,34,15,34,47,47
53179,"2024-04-10","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.4086727989487,24,NA,10.187,0.021,15,27,6,27,60,24
53179,"2024-05-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.5584756898817,26,30.65,8.683,0.018,17,25,4,25,74,17
53180,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,36.79,7.206,0.015,11,18,5,18,69,31
53180,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,38.4,8.739,0.018,13,19,4,19,76,24
53180,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,7.137,0.015,7,17,6,17,47,40
53180,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,36.22,7.955,0.017,11,21,7,21,58,37
53180,"2024-04-10","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.4086727989487,24,NA,8.599,0.018,9,20,6,20,50,33
53180,"2024-05-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.5584756898817,26,37.05,7.238,0.015,9,20,7,20,50,39
53181,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,32.14,4.827,0.01,5,12,5,12,50,50
53181,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,31.06,14.908,0.031,21,30,6,30,75,21
53181,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,9.14,0.019,8,19,5,19,47,29
53181,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,29.12,13.424,0.028,16,26,4,26,67,17
53181,"2024-04-10","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.4086727989487,24,NA,9.328,0.019,12,20,4,20,67,22
53181,"2024-05-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.5584756898817,26,29.06,6.517,0.014,4,14,6,14,33,50
53182,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,35.95,6.783,0.014,9,16,3,16,64,21
53182,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,34.48,11.705,0.024,11,23,8,23,52,38
53182,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,7.335,0.015,4,12,5,12,40,50
53182,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,33.25,6.735,0.014,9,18,6,18,56,38
53183,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,41.05,9.163,0.019,10,22,6,22,50,30
53183,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,41.46,14.301,0.03,16,29,11,29,59,41
53183,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,14.628,0.03,19,23,1,23,90,5
53183,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,38.32,11.998,0.025,16,25,3,25,70,13
53183,"2024-04-10","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.4086727989487,24,NA,9.337,0.019,11,18,3,18,69,19
53183,"2024-05-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.5584756898817,26,35.33,10.228,0.021,21,32,3,32,70,10
53184,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,40.9,9.554,0.02,12,23,7,23,57,33
53184,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,34.69,11.272,0.023,14,27,11,27,56,44
53184,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,10.15,0.021,7,19,10,19,41,59
53184,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,36,8.192,0.017,10,23,7,23,48,33
53184,"2024-04-10","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.4086727989487,24,NA,10.204,0.021,9,24,10,24,41,45
53184,"2024-05-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.5584756898817,26,43.87,7.973,0.017,11,23,8,23,52,38
53185,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,30.46,10.223,0.021,14,26,10,26,58,42
53185,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,33.08,12.581,0.026,17,28,7,28,65,27
53185,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,13.52,0.028,13,19,4,19,76,24
53185,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,30.68,11.268,0.023,15,24,7,24,68,32
53185,"2024-04-10","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.4086727989487,24,NA,9.854,0.021,11,26,9,26,46,38
53185,"2024-05-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.5584756898817,26,26.15,9.857,0.021,13,25,7,25,57,30
53186,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,43.23,5.124,0.011,11,16,3,16,79,21
53186,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,42.65,8.75,0.018,10,21,3,21,53,16
53186,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,8.745,0.018,12,20,5,20,67,28
53186,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,39.14,8.269,0.017,13,23,7,23,62,33
53186,"2024-04-10","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.4086727989487,24,NA,8.233,0.017,12,19,5,19,71,29
53186,"2024-05-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.5584756898817,26,37.03,10.194,0.021,17,26,5,26,71,21
53187,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,37.73,9.28,0.019,14,25,7,25,61,30
53187,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,40.28,11.216,0.023,13,26,5,26,54,21
53187,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,15.368,0.032,12,24,9,24,55,41
53188,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,48.7,12.034,0.025,15,33,12,33,48,39
53188,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,48.42,15.199,0.032,22,36,8,36,65,24
53188,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,13.088,0.027,12,25,10,25,52,43
53188,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,35.05,9.98,0.021,6,19,8,19,35,47
