"Animal_ID","Test_Date","Sex","Line","Birth_Date","Age_at_Test","Age_Months","Weight","YM_Distance","YM_Mean_speed","YM_Spontaneous_alternations","YM_Total_arm_entries","YM_Alternating_Arm_Returns","YM_Same_Arm_Returns","YM_Prct_Spontaneous_Alternations","YM_Prct_Alternating_Arm_Returns"
57455,"2024-06-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.8567674113009,19,34.34,7.818,0.016,11,18,3,18,69,19
57455,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",19.7766097240473,20,33.22,8.202,0.017,10,18,4,18,63,25
57456,"2023-12-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",13.0749014454665,13,44.7,10.082,0.021,6,19,9,19,35,53
57456,"2024-02-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",15.1445466491459,15,45.15,6.829,0.014,15,23,4,23,71,19
57456,"2024-03-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.0643889618922,16,NA,5.733,0.012,6,14,3,14,50,25
57456,"2024-03-13","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.1300919842313,16,45.57,7.309,0.015,15,23,6,23,71,29
57456,"2024-04-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",17.2141918528252,17,NA,4.587,0.01,7,17,8,17,47,53
57456,"2024-05-09","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.0026281208936,18,47.6,2.295,0.005,1,6,1,6,25,25
57456,"2024-06-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.8567674113009,19,49.67,5.646,0.012,6,17,5,17,40,33
57456,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",19.7766097240473,20,49.95,4.166,0.009,1,9,4,9,14,57
57457,"2023-12-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",13.0749014454665,13,40.42,17.982,0.037,20,36,11,36,59,32
57457,"2024-02-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",15.1445466491459,15,41.36,10.678,0.022,15,28,6,28,58,23
57457,"2024-03-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.0643889618922,16,NA,11.107,0.023,8,20,9,20,44,50
57457,"2024-03-13","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.1300919842313,16,40.83,17.206,0.036,24,35,9,35,73,27
57457,"2024-04-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",17.2141918528252,17,NA,7.467,0.016,9,20,9,20,50,50
57457,"2024-05-09","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.0026281208936,18,41.4,5.4,0.011,3,9,2,9,43,29
57457,"2024-06-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.8567674113009,19,43.14,12.086,0.025,18,33,8,33,58,26
57457,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",19.7766097240473,20,39.24,8.678,0.018,12,21,7,21,63,37
57458,"2023-12-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",13.0749014454665,13,35.7,11.309,0.024,11,21,6,21,58,32
57458,"2024-02-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",15.1445466491459,15,34.27,7.528,0.016,12,23,7,23,57,33
57458,"2024-03-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.0643889618922,16,NA,6.013,0.013,9,14,3,14,75,25
57458,"2024-03-13","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.1300919842313,16,25,8.692,0.018,15,22,5,22,75,25
57458,"2024-04-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",17.2141918528252,17,NA,7.957,0.017,11,21,6,21,58,32
57458,"2024-05-09","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.0026281208936,18,36.6,7.024,0.015,5,13,5,13,45,45
57458,"2024-06-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.8567674113009,19,37.45,6.413,0.013,12,16,2,16,86,14
57458,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",19.7766097240473,20,36.62,6.759,0.014,10,14,2,14,83,17
57459,"2023-12-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",13.0749014454665,13,39.34,11.579,0.024,12,19,5,19,71,29
57459,"2024-02-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",15.1445466491459,15,34.19,10.791,0.022,22,36,10,36,65,29
57459,"2024-03-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.0643889618922,16,NA,2.735,0.006,0,3,1,3,0,100
57459,"2024-03-13","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.1300919842313,16,40,9.147,0.019,8,19,7,19,47,41
57459,"2024-04-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",17.2141918528252,17,NA,4.092,0.009,4,12,4,12,40,40
57459,"2024-05-09","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.0026281208936,18,41.1,4.047,0.008,2,8,4,8,33,67
57459,"2024-06-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.8567674113009,19,36.62,5.135,0.011,11,15,0,15,85,0
57459,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",19.7766097240473,20,39.53,7.885,0.016,11,19,4,18,65,24
57460,"2023-12-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",13.0749014454665,13,34,8.623,0.018,8,17,7,17,53,47
57460,"2024-02-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",15.1445466491459,15,34.11,6.736,0.014,10,19,6,19,59,35
57460,"2024-03-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.0643889618922,16,NA,5.453,0.011,5,11,4,11,56,44
57460,"2024-03-13","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.1300919842313,16,37.04,7.263,0.015,11,20,6,20,61,33
57460,"2024-04-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",17.2141918528252,17,NA,10.845,0.023,20,32,5,32,67,17
57460,"2024-05-09","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.0026281208936,18,37.6,7.021,0.015,7,13,4,13,64,36
57460,"2024-06-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.8567674113009,19,37.14,7.906,0.016,7,19,5,19,41,29
57460,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",19.7766097240473,20,37.43,7.213,0.015,11,17,4,17,73,27
57461,"2023-12-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",13.0749014454665,13,32.2,9.338,0.019,10,19,5,19,59,29
57461,"2024-02-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",15.1445466491459,15,31.77,12.363,0.026,23,36,6,36,68,18
57461,"2024-03-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.0643889618922,16,NA,9.803,0.02,9,19,7,19,53,41
57461,"2024-03-13","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.1300919842313,16,32,6.834,0.014,8,13,3,13,73,27
57461,"2024-04-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",17.2141918528252,17,NA,7.261,0.015,12,20,4,20,67,22
57461,"2024-05-09","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.0026281208936,18,35.6,10.661,0.022,13,21,5,21,68,26
57461,"2024-06-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.8567674113009,19,36.64,11.091,0.023,17,27,6,27,68,24
57461,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",19.7766097240473,20,35.47,11.14,0.023,16,26,7,26,67,29
57462,"2023-12-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",13.0749014454665,13,23.1,12.551,0.026,14,25,9,25,61,39
57462,"2024-02-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",15.1445466491459,15,23.89,9.311,0.019,14,24,8,24,64,36
57462,"2024-03-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.0643889618922,16,NA,6.891,0.014,4,12,6,12,40,60
57462,"2024-03-13","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.1300919842313,16,32,8.906,0.019,10,25,12,25,43,52
57462,"2024-04-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",17.2141918528252,17,NA,6.645,0.014,13,16,1,16,93,7
57462,"2024-05-09","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.0026281208936,18,24.6,6.816,0.014,11,13,0,13,100,0
57462,"2024-06-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.8567674113009,19,25.25,9.187,0.019,7,22,10,22,35,50
57462,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",19.7766097240473,20,26.24,10.672,0.022,15,24,6,24,68,27
57463,"2023-12-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",13.0749014454665,13,51.9,10.333,0.022,13,19,4,19,76,24
57463,"2024-02-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",15.1445466491459,15,52.33,9.52,0.02,16,29,6,29,59,22
57463,"2024-03-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.0643889618922,16,NA,8.217,0.017,9,18,4,18,56,25
57463,"2024-03-13","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.1300919842313,16,53.25,11.644,0.024,17,24,5,24,77,23
57463,"2024-04-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",17.2141918528252,17,NA,7.665,0.016,10,20,4,20,56,22
57463,"2024-05-09","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.0026281208936,18,57.5,7.475,0.016,9,15,4,15,69,31
57463,"2024-06-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.8567674113009,19,57.09,7.751,0.016,11,19,5,19,65,29
57463,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",19.7766097240473,20,59.47,4.807,0.01,4,12,6,12,40,60
57464,"2023-12-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",13.0749014454665,13,54.4,10.226,0.021,14,21,5,21,74,26
57464,"2024-02-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",15.1445466491459,15,53.47,8.539,0.018,14,26,9,26,58,38
57464,"2024-03-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.0643889618922,16,NA,3.649,0.008,0,5,3,5,0,100
57464,"2024-03-13","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.1300919842313,16,57.84,5.987,0.012,11,16,3,16,79,21
57464,"2024-04-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",17.2141918528252,17,NA,3.524,0.007,6,8,0,8,100,0
57464,"2024-05-09","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.0026281208936,18,60.2,6.578,0.014,7,14,5,14,58,42
57464,"2024-06-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.8567674113009,19,62.3,4.74,0.01,5,13,4,13,45,36
57464,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",19.7766097240473,20,60.5,3.488,0.007,3,8,3,8,50,50
57465,"2023-12-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",13.0749014454665,13,40,10.206,0.021,15,22,5,22,75,25
57465,"2024-02-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",15.1445466491459,15,38.75,10.871,0.023,15,30,9,30,54,32
57465,"2024-03-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.0643889618922,16,NA,6.691,0.014,6,12,4,12,60,40
57465,"2024-03-13","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.1300919842313,16,39.93,13.242,0.028,13,27,12,27,52,48
57465,"2024-04-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",17.2141918528252,17,NA,7.178,0.015,8,18,6,18,50,38
57465,"2024-05-09","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.0026281208936,18,43.7,1.29,0.003,0,1,0,1,0,0
57465,"2024-06-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.8567674113009,19,43.11,9.304,0.019,8,24,10,24,36,45
57465,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",19.7766097240473,20,45.19,8.974,0.019,13,21,6,21,68,32
57466,"2023-12-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",13.0749014454665,13,34,16.459,0.034,19,34,11,34,59,34
57466,"2024-02-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",15.1445466491459,15,33.66,10.062,0.021,16,28,8,28,62,31
57466,"2024-03-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.0643889618922,16,NA,5.093,0.011,3,9,4,9,43,57
57466,"2024-03-13","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.1300919842313,16,34.51,6.611,0.014,8,16,6,16,57,43
57466,"2024-04-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",17.2141918528252,17,NA,8.049,0.017,13,21,3,21,68,16
57466,"2024-05-09","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.0026281208936,18,35.8,10.528,0.022,6,19,7,18,35,41
57466,"2024-06-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.8567674113009,19,37.14,8.052,0.017,10,18,2,18,63,13
57466,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",19.7766097240473,20,36.58,10.04,0.021,13,22,5,22,65,25
57467,"2023-12-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",13.0749014454665,13,40.6,15.398,0.032,18,33,10,33,58,32
57467,"2024-02-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",15.1445466491459,15,39.79,14.46,0.03,28,41,6,41,72,15
57467,"2024-03-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.0643889618922,16,NA,10.494,0.022,9,19,5,19,53,29
57467,"2024-03-13","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.1300919842313,16,41.08,16.377,0.034,14,27,9,27,56,36
57467,"2024-04-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",17.2141918528252,17,NA,8.081,0.017,12,24,8,24,55,36
57467,"2024-05-09","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.0026281208936,18,41.8,12.433,0.026,15,24,6,24,68,27
57467,"2024-06-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.8567674113009,19,40.96,11.897,0.025,21,31,8,31,72,28
57467,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",19.7766097240473,20,44.78,9.566,0.02,14,22,4,22,70,20
57468,"2023-12-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",13.0749014454665,13,38.7,16.226,0.034,12,35,17,35,36,52
57468,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",14.4875164257556,14,NA,15.47,0.032,14,24,8,24,64,36
57468,"2024-02-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",15.1445466491459,15,39.86,10.766,0.022,22,30,3,30,79,11
57468,"2024-03-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.0643889618922,16,NA,11.086,0.023,15,22,3,22,75,15
57468,"2024-03-13","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.1300919842313,16,41.21,5.965,0.012,8,17,5,17,53,33
57468,"2024-04-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",17.2141918528252,17,NA,9.636,0.02,17,24,2,24,77,9
57468,"2024-05-09","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.0026281208936,18,45.6,4.627,0.01,5,8,1,8,83,17
57468,"2024-06-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.8567674113009,19,47.18,10.793,0.022,18,28,7,28,69,27
57468,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",19.7766097240473,20,46.19,10.509,0.022,10,25,11,25,43,48
57469,"2023-12-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",13.0749014454665,13,35,8.494,0.018,11,17,4,17,73,27
57470,"2023-12-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",13.0749014454665,13,50.26,13.301,0.028,13,26,9,26,54,38
57470,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",14.4875164257556,14,NA,9.006,0.019,13,19,4,19,76,24
57470,"2024-02-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",15.1445466491459,15,51.84,6.92,0.014,14,19,3,19,82,18
57470,"2024-03-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.0643889618922,16,NA,6.261,0.013,7,12,3,12,70,30
57470,"2024-03-13","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.1300919842313,16,52.77,9.857,0.021,13,20,4,20,72,22
57470,"2024-04-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",17.2141918528252,17,NA,5.755,0.012,10,16,4,16,71,29
57470,"2024-05-09","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.0026281208936,18,56.3,6.66,0.014,8,13,3,13,73,27
57470,"2024-06-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.8567674113009,19,58.62,5.076,0.011,5,13,4,13,45,36
57470,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",19.7766097240473,20,59.61,6.313,0.013,13,16,1,16,93,7
57471,"2023-12-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",13.0749014454665,13,43.1,17.507,0.036,17,34,15,34,53,47
57471,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",14.4875164257556,14,NA,15.759,0.033,12,25,10,25,52,43
57471,"2024-02-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",15.1445466491459,15,40.71,16.37,0.034,30,45,9,45,70,21
57471,"2024-03-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.0643889618922,16,NA,7.89,0.016,4,14,2,14,33,17
57471,"2024-03-13","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.1300919842313,16,42.26,8.445,0.018,11,23,9,23,52,43
57471,"2024-04-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",17.2141918528252,17,NA,6.825,0.014,7,17,8,17,47,53
57471,"2024-05-09","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.0026281208936,18,46.2,5.381,0.011,7,9,0,9,100,0
57471,"2024-06-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.8567674113009,19,46.39,8.837,0.018,9,20,9,20,50,50
57471,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",19.7766097240473,20,45.44,9.334,0.019,11,23,8,23,52,38
57472,"2023-12-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",13.0749014454665,13,40.25,12.167,0.025,13,22,6,22,65,30
57472,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",14.4875164257556,14,NA,7.971,0.017,10,16,3,16,71,21
57472,"2024-02-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",15.1445466491459,15,44.54,6.873,0.014,15,19,0,19,88,0
57472,"2024-03-11","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.0643889618922,16,NA,9.277,0.019,8,17,6,17,53,40
57472,"2024-03-13","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",16.1300919842313,16,47.7,10.157,0.021,12,20,6,20,67,33
57472,"2024-04-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",17.2141918528252,17,NA,7.517,0.016,13,18,3,18,81,19
57472,"2024-05-09","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.0026281208936,18,49,8.709,0.018,13,17,2,17,87,13
57472,"2024-06-04","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",18.8567674113009,19,50.85,5.213,0.011,7,13,2,13,64,18
57472,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-11-08",19.7766097240473,20,51.86,6.695,0.014,8,15,5,15,62,38
57905,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",14.4546649145861,14,48.2,7.052,0.015,13,21,6,21,68,32
57905,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",15.6044678055191,16,NA,6.522,0.014,10,19,5,19,59,29
57905,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16.7871222076216,17,48.06,6.393,0.013,13,19,3,19,76,18
57905,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",17.6741130091984,18,47.73,7.044,0.015,10,17,2,17,67,13
57905,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",18.6268068331143,19,47.31,7.143,0.015,9,18,3,18,56,19
57906,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",14.4546649145861,14,35.3,13.286,0.028,16,29,8,29,59,30
57906,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",15.6044678055191,16,NA,10.382,0.022,18,27,7,27,72,28
57906,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16.7871222076216,17,35.68,6.612,0.014,5,16,5,16,36,36
57906,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",17.6741130091984,18,36.46,11.496,0.024,15,28,7,28,58,27
57906,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",18.6268068331143,19,37.08,9.358,0.019,14,25,5,25,61,22
57907,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",14.4546649145861,14,40.73,3.117,0.006,2,7,3,7,40,60
57907,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",15.6044678055191,16,NA,6.646,0.014,8,18,3,18,50,19
57907,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16.7871222076216,17,42.7,11.684,0.024,20,29,7,29,74,26
57907,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",17.6741130091984,18,43.81,4.298,0.009,3,9,2,9,43,29
57907,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",18.6268068331143,19,43.74,3.99,0.008,2,7,3,7,40,60
57908,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",14.4546649145861,14,34.2,11.764,0.025,13,23,6,23,62,29
57908,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",15.6044678055191,16,NA,11.691,0.024,15,34,11,34,47,34
57908,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16.7871222076216,17,37.3,13.368,0.028,16,33,12,33,52,39
57908,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",17.6741130091984,18,38.36,12.651,0.026,16,33,12,33,52,39
57908,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",18.6268068331143,19,38.29,10.99,0.023,14,28,5,28,54,19
57909,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",14.4546649145861,14,35,12.288,0.026,18,33,7,33,58,23
57909,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",15.6044678055191,16,NA,14.33,0.03,22,49,15,49,47,32
57909,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16.7871222076216,17,36.23,12,0.025,23,38,9,38,64,25
57909,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",17.6741130091984,18,36.19,10.824,0.023,20,29,6,29,74,22
57909,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",18.6268068331143,19,36.78,11.565,0.024,12,25,4,25,52,17
57910,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",14.4546649145861,14,33.79,13.7,0.029,18,29,7,29,67,26
57910,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",15.6044678055191,16,NA,11.62,0.024,15,32,8,32,50,27
57910,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16.7871222076216,17,31.54,10.224,0.021,15,30,8,30,54,29
57910,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",17.6741130091984,18,31.94,6.219,0.013,8,15,3,15,62,23
57910,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",18.6268068331143,19,33.67,6.761,0.014,7,14,5,14,58,42
57911,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",14.4546649145861,14,66,3.375,0.007,6,9,1,9,86,14
57911,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",15.6044678055191,16,NA,6.913,0.014,13,17,2,17,87,13
57911,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16.7871222076216,17,63.89,6.041,0.013,9,15,3,15,69,23
57911,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",17.6741130091984,18,57.69,6.746,0.014,8,16,4,16,57,29
57911,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",18.6268068331143,19,40.35,9.642,0.02,10,24,11,24,45,50
57912,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",14.4546649145861,14,52.9,12.617,0.026,16,28,10,28,62,38
57912,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",15.6044678055191,16,NA,8.148,0.017,12,27,7,27,48,28
57912,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16.7871222076216,17,59.17,7.792,0.016,7,21,10,21,37,53
57912,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",17.6741130091984,18,45.22,8.384,0.017,15,24,6,24,68,27
57912,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",18.6268068331143,19,57.1,4.974,0.01,9,13,0,13,82,0
57913,"2024-02-26","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",14.4546649145861,14,46.9,0.861,0.002,0,1,0,1,0,0
57913,"2024-04-01","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",15.6044678055191,16,NA,4.816,0.01,9,13,2,13,82,18
57913,"2024-05-07","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",16.7871222076216,17,47.28,5.98,0.012,15,17,0,17,100,0
57913,"2024-06-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",17.6741130091984,18,53.08,5.795,0.012,7,13,4,13,64,36
57913,"2024-07-02","Female","(CByB6F1/J x C3D2F1/J)/J","2022-12-13",18.6268068331143,19,46.45,4.932,0.01,5,11,2,11,56,22
